product_id,product_name,clean_name,best_store,best_price,highest_price,average_price,savings,stores_available,marketplaces,best_product_link
P0099,Dyson Purifier Big+Quiet Formaldehyde BP04,dyson purifier big quiet formaldehyde bp04,Oliz,168000,168000,168000,0,1,Oliz,https://olizstore.com/products/dyson-purifier-big+quiet-formaldehyde-bp04
P0221,OnePlus 15 | 16GB+512GB | Sand Storm | Snapdragon® 8 Elite Gen 5 | 7300mAh Battery | Personalized AI | Game-Changing 165Hz Display | Triple 50MP Camera with 4K 120fps Dolby Vision,oneplus 15 sand storm snapdragon 8 elite gen 5 7300mah battery personalized ai game changing 165hz display triple 50mp camera with 4k 120fps dolby vision,Daraz,169999,169999,169999,0,1,Daraz,https://www.daraz.com.np/products/oneplus-15-16gb512gb-sand-storm-snapdragon-8-elite-gen-5-7300mah-battery-personalized-ai-game-changing-165hz-display-triple-50mp-camera-with-4k-120fps-dolby-vision-i505325524.html
P0008,Acer Swift 16 AI Core Ultra 7 Series 2 256V | 16GB Memory | 1TB SSD | 16″ 3K OLED Touch Laptop | Copilot+ PC | Ice Black,acer swift 16 ai core ultra 7 series 2 256v memory ssd 16 3k oled touch laptop copilot pc ice black,Daraz,169999,169999,169999,0,1,Daraz,https://www.daraz.com.np/products/acer-swift-16-ai-core-ultra-7-series-2-256v-16gb-memory-1tb-ssd-16-3k-oled-touch-laptop-copilot-pc-ice-black-i1514731203.html
P0041,Apple iPad Pro M4 (2024),apple ipad pro m4,Hukut,170000,170000,170000,0,1,Hukut,https://hukut.com/apple-ipad-pro-m4-price-in-nepal
P0252,Seiko Prospex Sea Limited Edition SPB539,seiko prospex sea limited edition spb539,Oliz,180000,180000,180000,0,1,Oliz,https://olizstore.com/products/seiko-prospex-sea-limited-edition-spb539
P0211,Marshall Bromley 750,marshall bromley 750,Oliz,185000,185000,185000,0,1,Oliz,https://olizstore.com/products/marshall-bromley-750
P0311,Xiaomi 17 Ultra,xiaomi 17 ultra,Hukut,199999,199999,199999,0,1,Hukut,https://hukut.com/xiaomi-17-ultra
P0249,Seiko Prospex Diver Scuba PADI Special Edition SBDY135,seiko prospex diver scuba padi special edition sbdy135,Oliz,200000,200000,200000,0,1,Oliz,https://olizstore.com/products/seiko-prospex-diver-scuba-padi-special-edition-sbdy135
P0097,DJI ROMO P (Water Tank Version),dji romo p,Oliz,218500,218500,218500,0,1,Oliz,https://olizstore.com/products/dji-romo-p-(water-tank-version)
P0007,Acer Nitro V 16S AI 2025 ANV16S-71-7771 (Intel Core 7 240H | RTX 5060 Graphics),acer nitro v 16s ai 2025 anv16s 71 7771,Hukut,229999,229999,229999,0,1,Hukut,https://hukut.com/acer-nitro-v-16s-ai-2025-intel-core-7-240H-rtx-5060
P0044,Apple iPhone 17 Pro Max,apple iphone 17 pro max,Hukut,247999,247999,247999,0,1,Hukut,https://hukut.com/apple-iphone-17-pro-max
P0045,Apple iPhone 17 Pro Max - EvoStore,apple iphone 17 pro max evostore,Daraz,257999,257999,257999,0,1,Daraz,https://www.daraz.com.np/products/apple-iphone-17-pro-max-evostore-i495543885.html
P0206,Lenovo ThinkPad P14s Gen 6 Ryzen AI 9 HX PRO 370 | 64GB DDR5 | 1TB SSD | 14’’ WUXGA 500 nits 100% sRGB | Wifi 7 | Win 11 Pro,lenovo thinkpad p14s gen 6 ryzen ai 9 hx pro 370 ddr5 ssd 14 wuxga 500 nits 100 srgb wifi 7 win 11 pro,Daraz,329999,329999,329999,0,1,Daraz,https://www.daraz.com.np/products/lenovo-thinkpad-p14s-gen-6-ryzen-ai-9-hx-pro-370-64gb-ddr5-1tb-ssd-14-wuxga-500-nits-100-srgb-wifi-7-win-11-pro-i1514690206.html
P0216,MOVA Rover X10 Robotic Pool Cleaner,mova rover x10 robotic pool cleaner,Oliz,485000,485000,485000,0,1,Oliz,https://olizstore.com/products/mova-rover-x10-robotic-pool-cleaner-price-in-nepal
P0091,DJI Matrice 4E (Universal Edition),dji matrice 4e,Oliz,950000,950000,950000,0,1,Oliz,https://olizstore.com/products/dji-matrice-4e-(universal-edition)
P0092,DJI Matrice 4T Drone (Basic Pack),dji matrice 4t drone,Oliz,1150000,1150000,1150000,0,1,Oliz,https://olizstore.com/products/dji-matrice-4t-drone-basic-pack
P0056,"ASUS Vivobook Go 15 E1504FA (Ryzen 3 30, AMD Radeon Graphics)",asus vivobook go 15 e1504fa,Hukut,151504330,151504330,151504330,0,1,Hukut,https://hukut.com/asus-vivobook-go-15-ryzen-3-30-amd-radeon-graphics
P0001,"Acer Aspire 14 2025 ( Intel Core 5 210H, 16GB RAM, 512GB SSD, 14Inch WUXGA IPS Display, Backlit Keyboard, Intel Graphics)",acer aspire 14 2025,Hukut,14202552101651214,14202552101651214,14202552101651214,0,1,Hukut,https://hukut.com/acer-aspire-14-intel-core-5-210h-intel-graphics
